number_of_tasks,overdue_tasks,pct_overdue,number_of_statuses_used,status_entropy,wip_load,pct_critical_open,pct_high_open,pct_medium_open,pct_low_open,pct_pending_status,pct_todo_status,pct_in_progress_status,pct_done_status,pct_blocked_status,health_score,crisis_index,backlog_pressure,last_task_created_label,last_task_created_priority,last_task_created_status,last_action_critical_bug,predicted_view,predicted_status_filter,predicted_priority_filter
70,3,0.0429,5,1.5124511784664483,0.3333333333333333,0.08333333333333333,0.25,0.4166666666666667,0.4166666666666667,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.059545238095238096,0.003575,0.11904761904761904,Feature,Mittel,In Bearbeitung,0,kanban,none,none
35,4,0.1143,5,1.181070000511073,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.29411764705882354,0.4411764705882353,0.5142857142857142,0.2857142857142857,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.09513319327731093,0.016808823529411765,0.12605042016806722,Feature,Mittel,Start ausstehend,0,list,Start ausstehend,none
40,3,0.075,5,1.3862943611198906,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.125,0.125,0.125,0.125,0.5,0.21607142857142858,0.010714285714285713,0.07142857142857142,Feature,Hoch,Blockiert,0,list,Blockiert,Hoch
50,7,0.14,5,1.5571130980576458,0.25,0.125,0.25,0.375,0.5,0.2,0.3,0.2,0.2,0.1,0.125,0.0175,0.15,Feature,Mittel,Zu Erledigen,0,list,none,none
25,1,0.04,4,0.7113864571354167,0.4,0.2,0.4,0.4,0.0,0.04,0.08,0.08,0.8,0.0,0.06000000000000001,0.008,0.0,Feature,Mittel,Erledigt,0,list,none,none
75,4,0.0533,5,1.5065950881316383,0.3076923076923077,0.07692307692307693,0.23076923076923078,0.38461538461538464,0.46153846153846156,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.06203461538461538,0.0041,0.12307692307692308,Feature,Hoch,In Bearbeitung,0,kanban,none,none
35,3,0.0857,5,1.42000638047705,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.37037037037037035,0.5555555555555556,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.22857142857142856,0.05714285714285714,0.09702989417989417,0.015870370370370368,0.23809523809523808,Bug,Mittel,Zu Erledigen,0,list,Zu Erledigen,Mittel
45,10,0.2222,5,1.4270610433807247,0.25,0.375,0.25,0.25,0.25,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.21943333333333334,0.08332500000000001,0.1111111111111111,Feature,Kritisch,In Bearbeitung,0,list,Zu Erledigen,Kritisch
60,5,0.0833,5,1.5171063970610277,0.3,0.1,0.3,0.4,0.4,0.16666666666666666,0.3333333333333333,0.25,0.16666666666666666,0.08333333333333333,0.08665,0.00833,0.13333333333333333,Feature,Hoch,Zu Erledigen,0,kanban,none,none
50,5,0.1,5,1.4708084763221114,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.1,0.2,0.2,0.1,0.4,0.1922222222222222,0.011111111111111112,0.08888888888888889,Bug,Hoch,Blockiert,0,list,Blockiert,Hoch
30,5,0.1667,4,0.9797318396496707,0.10714285714285714,0.17857142857142858,0.35714285714285715,0.35714285714285715,0.17857142857142858,0.6666666666666666,0.16666666666666666,0.1,0.06666666666666667,0.0,0.1190642857142857,0.02976785714285714,0.02976190476190476,Feature,Mittel,Start ausstehend,0,list,Start ausstehend,none
40,5,0.125,5,1.4941751382893085,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.125,0.375,0.25,0.125,0.125,0.1285714285714286,0.017857142857142856,0.10714285714285714,Feature,Hoch,In Bearbeitung,0,list,In Bearbeitung,Hoch
50,5,0.1,5,1.1889804600528613,0.4,0.25,0.25,0.4,0.5,0.1,0.1,0.16,0.6,0.04,0.112,0.025,0.05,Feature,Mittel,Erledigt,0,list,none,none
25,5,0.2,4,1.3321790402101223,0.25,0.25,0.5,0.25,0.25,0.2,0.4,0.2,0.2,0.0,0.15000000000000002,0.05,0.1,Bug,Hoch,Zu Erledigen,0,list,Zu Erledigen,Hoch
55,10,0.1818,5,1.5465986860485124,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.16261717171717172,0.0404,0.1212121212121212,Dokumentation,Mittel,In Bearbeitung,0,list,none,none
75,5,0.0667,5,1.5641315026219946,0.3076923076923077,0.15384615384615385,0.3076923076923077,0.38461538461538464,0.3076923076923077,0.2,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.10411923076923077,0.01026153846153846,0.08205128205128205,Feature,Hoch,Zu Erledigen,0,kanban,none,none
42,5,0.119,5,1.182506962059217,0.35294117647058826,0.29411764705882354,0.29411764705882354,0.35294117647058826,0.5882352941176471,0.11904761904761904,0.11904761904761904,0.14285714285714285,0.5952380952380952,0.023809523809523808,0.12546638655462186,0.034999999999999996,0.0700280112044818,Feature,Mittel,Erledigt,0,list,none,none
28,5,0.1786,4,1.0194897804814294,0.11538461538461539,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.5,0.6428571428571429,0.17857142857142858,0.10714285714285714,0.07142857142857142,0.0,0.12776153846153848,0.03434615384615385,0.08928571428571429,Feature,Mittel,Start ausstehend,0,list,Start ausstehend,none
22,5,0.2273,4,1.2498367981128,0.25,0.25,0.25,0.35,0.25,0.22727272727272727,0.45454545454545453,0.22727272727272727,0.09090909090909091,0.0,0.16365000000000002,0.056825,0.11363636363636363,Bug,Kritisch,Zu Erledigen,1,list,Zu Erledigen,Kritisch
58,12,0.2069,5,1.5663870540699065,0.3333333333333333,0.20833333333333334,0.25,0.3333333333333333,0.4166666666666667,0.1724137931034483,0.25862068965517243,0.27586206896551724,0.1724137931034483,0.1206896551724138,0.18132356321839083,0.043104166666666666,0.10775862068965518,Dokumentation,Mittel,In Bearbeitung,0,list,none,none
80,5,0.0625,5,1.5437891850588954,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.1875,0.3125,0.25,0.125,0.125,0.09732142857142857,0.008928571428571428,0.08928571428571427,Feature,Hoch,Zu Erledigen,0,kanban,none,none
47,5,0.1064,5,1.108001699804229,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.35294117647058826,0.6470588235294118,0.10638297872340426,0.1276595744680851,0.10638297872340426,0.6382978723404256,0.02127659574468085,0.11840650813516897,0.031294117647058826,0.08260325406758448,Feature,Mittel,Erledigt,0,list,none,none
27,5,0.1852,4,1.0405054719950553,0.12,0.2,0.2,0.2,0.48,0.6296296296296297,0.18518518518518517,0.1111111111111111,0.07407407407407407,0.0,0.1326,0.037040000000000003,0.08888888888888888,Feature,Mittel,Start ausstehend,0,list,Start ausstehend,none
23,5,0.2174,4,1.2913173933080284,0.25,0.25,0.4,0.25,0.25,0.21739130434782608,0.43478260869565216,0.21739130434782608,0.13043478260869565,0.0,0.1587,0.05435,0.10869565217391304,Bug,Hoch,Zu Erledigen,0,list,Zu Erledigen,Hoch
59,11,0.1864,5,1.5612924817233984,0.3469387755102041,0.20408163265306123,0.22448979591836735,0.3469387755102041,0.42857142857142855,0.1694915254237288,0.2542372881355932,0.288135593220339,0.1694915254237288,0.11864406779661017,0.16960954686959528,0.03804081632653061,0.10895883777239708,Dokumentation,Mittel,In Bearbeitung,0,list,none,none
42,10,0.2381,5,1.288270729467466,0.38461538461538464,0.38461538461538464,0.2564102564102564,0.2564102564102564,0.1794871794871795,0.09523809523809523,0.42857142857142855,0.35714285714285715,0.07142857142857142,0.047619047619047616,0.2102587912087912,0.09157692307692308,0.07692307692307691,Feature,Kritisch,In Bearbeitung,0,list,Zu Erledigen,Kritisch
65,5,0.0769,5,1.564957250242801,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.45454545454545453,0.36363636363636365,0.15384615384615385,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.10278566433566434,0.006990909090909091,0.1118881118881119,Feature,Hoch,Zu Erledigen,0,kanban,none,none
50,3,0.06,5,1.3592367006650063,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5,0.2,0.1,0.1,0.1,0.08222222222222222,0.006666666666666666,0.08888888888888889,Feature,Mittel,Start ausstehend,0,list,Start ausstehend,none
30,2,0.0667,5,1.5607104090414068,0.2,0.08,0.12,0.2,0.8,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.09935,0.005336,0.26666666666666666,Dokumentation,Niedrig,Zu Erledigen,0,list,none,Niedrig
40,1,0.025,4,1.073542846408523,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.3333333333333333,1.8666666666666667,0.125,0.125,0.125,0.625,0.0,0.03916666666666667,0.0033333333333333335,0.23333333333333334,Feature,Hoch,Erledigt,0,list,none,none
45,6,0.1333,5,1.2896687280612598,0.35714285714285715,0.11904761904761904,0.42857142857142855,0.2857142857142857,0.23809523809523808,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.06666666666666667,0.044444444444444446,0.10379285714285715,0.01586904761904762,0.10582010582010581,Bug,Hoch,In Bearbeitung,0,list,In Bearbeitung,Hoch
35,4,0.1143,4,1.277034259466139,0.14285714285714285,0.08571428571428572,0.22857142857142856,0.2571428571428571,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,0.20286428571428572,0.009797142857142857,0.12244897959183672,Dokumentation,Hoch,Blockiert,0,list,Blockiert,none
25,3,0.12,5,1.4667813736119735,0.22727272727272727,0.13636363636363635,0.45454545454545453,0.22727272727272727,0.3181818181818182,0.2,0.4,0.2,0.12,0.08,0.11127272727272726,0.01636363636363636,0.1272727272727273,Bug,Hoch,Zu Erledigen,0,list,Zu Erledigen,Hoch
55,12,0.2182,5,1.5465986860485124,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.1585949494949495,0.024244444444444443,0.1212121212121212,Feature,Mittel,Zu Erledigen,0,list,none,none
48,15,0.3125,5,1.4380965662167322,0.3488372093023256,0.46511627906976744,0.23255813953488372,0.23255813953488372,0.18604651162790697,0.10416666666666667,0.375,0.3125,0.10416666666666667,0.10416666666666667,0.2805232558139535,0.14534883720930233,0.06976744186046512,Feature,Kritisch,In Bearbeitung,0,list,Zu Erledigen,Kritisch
60,5,0.0833,5,1.5171063970610277,0.3,0.1,0.3,0.4,0.4,0.16666666666666666,0.3333333333333333,0.25,0.16666666666666666,0.08333333333333333,0.08665,0.00833,0.13333333333333333,Feature,Hoch,Zu Erledigen,0,kanban,none,none
52,3,0.0577,5,1.2100428365570808,0.10638297872340426,0.10638297872340426,0.2127659574468085,0.14893617021276595,0.6382978723404256,0.5769230769230769,0.19230769230769232,0.09615384615384616,0.09615384615384616,0.038461538461538464,0.061665057283142394,0.006138297872340426,0.12274959083469723,Feature,Mittel,Start ausstehend,0,list,Start ausstehend,none
28,2,0.0714,5,1.5299453500874791,0.21739130434782608,0.08695652173913043,0.13043478260869565,0.21739130434782608,0.782608695652174,0.17857142857142858,0.35714285714285715,0.17857142857142858,0.17857142857142858,0.10714285714285714,0.08523416149068323,0.006208695652173913,0.27950310559006214,Dokumentation,Niedrig,Zu Erledigen,0,list,none,Niedrig
38,1,0.0263,4,1.0096358541461135,0.23076923076923078,0.15384615384615385,0.38461538461538464,0.46153846153846156,1.9230769230769231,0.13157894736842105,0.13157894736842105,0.07894736842105263,0.6578947368421053,0.0,0.04391923076923077,0.004046153846153846,0.25303643724696356,Feature,Hoch,Erledigt,0,list,none,none
47,6,0.1277,5,1.339167346963806,0.35714285714285715,0.11904761904761904,0.47619047619047616,0.2857142857142857,0.23809523809523808,0.10638297872340426,0.425531914893617,0.3191489361702128,0.10638297872340426,0.0425531914893617,0.10042548125633233,0.015202380952380953,0.10131712259371833,Bug,Hoch,In Bearbeitung,0,list,In Bearbeitung,Hoch
33,4,0.1212,4,1.2240945198104671,0.09090909090909091,0.09090909090909091,0.24242424242424243,0.21212121212121213,0.45454545454545453,0.15151515151515152,0.30303030303030304,0.09090909090909091,0.0,0.45454545454545453,0.21514545454545453,0.01101818181818182,0.13774104683195593,Dokumentation,Hoch,Blockiert,0,list,Blockiert,Hoch
27,3,0.1111,5,1.4975511631312977,0.22727272727272727,0.13636363636363635,0.45454545454545453,0.22727272727272727,0.4090909090909091,0.18518518518518517,0.37037037037037035,0.18518518518518517,0.18518518518518517,0.07407407407407407,0.10504494949494948,0.01515,0.15151515151515152,Bug,Hoch,Zu Erledigen,0,list,Zu Erledigen,Hoch
53,10,0.1887,5,1.5063476728171872,0.3488372093023256,0.11627906976744186,0.23255813953488372,0.46511627906976744,0.4186046511627907,0.18867924528301888,0.2830188679245283,0.2830188679245283,0.18867924528301888,0.05660377358490566,0.13458694602896007,0.02194186046511628,0.11847301448003511,Feature,Mittel,Zu Erledigen,0,list,none,none
49,13,0.2653,5,1.4532002858989237,0.3409090909090909,0.4090909090909091,0.22727272727272727,0.22727272727272727,0.25,0.10204081632653061,0.3673469387755102,0.30612244897959184,0.10204081632653061,0.12244897959183673,0.25120287569573285,0.10853181818181817,0.09183673469387756,Feature,Kritisch,In Bearbeitung,0,list,Zu Erledigen,Kritisch
63,5,0.0794,5,1.5522992870116505,0.2830188679245283,0.09433962264150944,0.2830188679245283,0.37735849056603776,0.4339622641509434,0.15873015873015872,0.31746031746031744,0.23809523809523808,0.15873015873015872,0.12698412698412698,0.09666316262353997,0.00749056603773585,0.13776579814315662,Feature,Hoch,Zu Erledigen,0,kanban,none,none
51,3,0.0588,5,1.2706924326225317,0.10869565217391304,0.10869565217391304,0.21739130434782608,0.17391304347826086,0.6086956521739131,0.5490196078431373,0.19607843137254902,0.09803921568627451,0.09803921568627451,0.058823529411764705,0.06878618925831202,0.006391304347826087,0.11935208866155159,Feature,Mittel,Start ausstehend,0,list,Start ausstehend,none
29,2,0.069,5,1.5496200692646973,0.20833333333333334,0.08333333333333333,0.125,0.20833333333333334,0.7916666666666666,0.1724137931034483,0.3448275862068966,0.1724137931034483,0.1724137931034483,0.13793103448275862,0.09254597701149425,0.00575,0.27298850574712646,Dokumentation,Niedrig,Zu Erledigen,0,list,none,Niedrig
39,1,0.0256,4,1.0453192822700161,0.2857142857142857,0.14285714285714285,0.35714285714285715,0.5,1.7857142857142858,0.1282051282051282,0.1282051282051282,0.10256410256410256,0.6410256410256411,0.0,0.04137142857142857,0.003657142857142857,0.22893772893772893,Feature,Hoch,Erledigt,0,list,none,none
60,4,0.0667,5,1.5171063970610277,0.3,0.1,0.3,0.4,0.4,0.16666666666666666,0.3333333333333333,0.25,0.16666666666666666,0.08333333333333333,0.07835,0.00667,0.13333333333333333,Bug,Hoch,In Bearbeitung,0,kanban,none,none
30,3,0.1,5,1.492654536663094,0.2,0.2,0.4,0.2,0.4,0.1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4,0.21,0.020000000000000004,0.06666666666666667,Feature,Hoch,Blockiert,0,list,Blockiert,Hoch
25,2,0.08,5,1.3896834708032708,0.36363636363636365,0.22727272727272727,0.45454545454545453,0.22727272727272727,0.22727272727272727,0.08,0.4,0.32,0.12,0.08,0.10945454545454546,0.01818181818181818,0.09090909090909091,Bug,Hoch,Zu Erledigen,0,list,Zu Erledigen,Hoch
40,3,0.075,5,1.2971340243560612,0.13513513513513514,0.13513513513513514,0.2702702702702703,0.40540540540540543,0.2702702702702703,0.5,0.25,0.125,0.075,0.05,0.07952702702702702,0.010135135135135136,0.06756756756756757,Dokumentation,Mittel,Start ausstehend,0,list,Start ausstehend,none
50,4,0.08,5,1.5047882836811906,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.1,0.3,0.2,0.3,0.1,0.09857142857142857,0.011428571428571429,0.1714285714285714,Feature,Niedrig,Zu Erledigen,0,list,none,Niedrig
35,1,0.0286,5,1.2498864665595553,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.08571428571428572,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.05714285714285714,0.09810952380952381,0.009533333333333333,0.19047619047619047,Dokumentation,Niedrig,Erledigt,0,list,none,none
55,8,0.1455,5,1.5465986860485126,0.25,0.25,0.25,0.375,0.25,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.15002272727272725,0.036375,0.06818181818181818,Feature,Hoch,In Bearbeitung,0,list,none,none
65,3,0.0462,5,1.5247073930301434,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.45454545454545453,0.23076923076923078,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.06435874125874126,0.0042,0.13986013986013987,Dokumentation,Mittel,Zu Erledigen,0,kanban,none,none
50,7,0.14,5,1.4184836619456564,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.1,0.3,0.4,0.1,0.1,0.12222222222222223,0.015555555555555557,0.09999999999999999,Bug,Hoch,In Bearbeitung,0,list,In Bearbeitung,Hoch
40,4,0.1,5,1.4941751382893083,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.125,0.25,0.125,0.125,0.375,0.19107142857142856,0.014285714285714285,0.10714285714285714,Feature,Hoch,Blockiert,0,list,Blockiert,none
20,1,0.05,4,0.7999027794271169,0.05263157894736842,0.10526315789473684,0.2631578947368421,0.15789473684210525,0.5263157894736842,0.75,0.15,0.05,0.05,0.0,0.04605263157894737,0.005263157894736842,0.07894736842105263,Feature,Mittel,Start ausstehend,0,list,Start ausstehend,none
